das,Kühlregal,Carregando…,Carregando…
das,Kundententrum,Client,Cliente
die,Kunst,Arts,Artes.
der,Kurs,course,curso
das,Kursangebot,Course,Curso
das,Kurzprogramm,Short program,Programa curto
die,Küste,coast,costa
die,Laboruntersuchung,Laboratory investigation,Investigação de laboratório
das,Ladekabel,Carregando…,Carregando…
die,Lage,location,localização
das,Laminat,Carregando…,Carregando…
die,Langeweile,boredom,tédio
das,Lebensjahr,age,era
der,Lebenslauf,curriculum vitae,curriculum vitae
die,Leiter,Carregando…,Carregando…
der,Leitpfosten,Lead,Liderar
die,Lernkarte,Carregando…,Carregando…
die,Liebe,Carregando…,Carregando…
das,Lieblingsfach,favorite subject,assunto favorito
das,Lieblingsspiel,favourite game,Jogo favorito
das,Lied,song,música
der,Löffel,Carregando…,Carregando…
die,Lohnsteuerhilfe,Payroll,Folha de pagamento
das,Lokal,Carregando…,Carregando…
die,Luft,air,ar
der,Magen,Carregando…,Carregando…
die,Männerfreundschaft,Male friendship,Amizade masculina
die,Maschine,Carregando…,Carregando…
der,Maschinenbaun,Mechanical engineer,Engenheiro mecânico
das,Maß,Measurement,Medição
die,Massage,Carregando…,Carregando…
der,Massagestuhl,Massage chair,Cadeira de massagem
die,Mathematik,mathematics,matemática
die,Mediennutzung,Media usage,Uso da mídia.
das,Medium,Carregando…,Carregando…
die,Medizin,Carregando…,Carregando…
die,Meinung,Carregando…,Carregando…
das,Messer,Carregando…,Carregando…
das,Milchprodukt,Milk product,Produto do leite
die,Million,Carregando…,Carregando…
die,Minijob-Basis,Mini job basis,Mini base de emprego
das,Mitglied,Carregando…,Carregando…
der,Mitgliedsbeitrage,Member contribution,Contribuição de membros
die,Mitteilung,Message,Mensagem
die,Möglichkeit,opportunity,oportunidade
das,Museum,Carregando…,Carregando…
der,Musikfreund,Music friend,Amigo de música.
der,Musikschulverein,Music school,Escola de música
der,Musikverein,music Society,Sociedade de Música.
der,Muskel,Carregando…,Carregando…
das,Muskeltraining,Muscle,Músculo
der,Mut,courage,coragem
die,Nachbarschaft,neighborhood,vizinhança
das,Nachbarschaftshaus,Neighborhood house,Casa de bairro
die,Nachhilfe,Carregando…,Carregando…
die,Nachricht,Carregando…,Carregando…
die,Nachspeise,dessert,sobremesa
der,Nagel,Carregando…,Carregando…
der,Nähabend,Carregando…,Carregando…
das,Nahrungsmittel,food,Comida
die,Nebenwirkung,side effect,efeito colateral
das,Netzwerk,Carregando…,Carregando…
das,Neujahr,Carregando…,Carregando…
der,Neuwagen,Carregando…,Carregando…
die,Nichte,Carregando…,Carregando…
die,Not,Emergency,Emergência
der,Notarztwagen,emergency,emergência
die,Note,grade,grau
die,Notrufsäule,Emergency call,Ligação de emergência
die,Notrufzentrale,Emergency call center,Centro de Chamada de Emergência
die,Nutzungsdauer,Useful life,Vida útil
der,Oberkörper,upper body,tronco
der,Obstkorb,Carregando…,Carregando…
der,Ohrring,Carregando…,Carregando…
die,Online-Anmeldung,Online registration,Registro online
das,Online-Banking,Online Banking,Acesso a operações bancárias via Internet
das,Online-Spiel,Online game,Jogo online
die,Online-Überweisung,Online transfer,Transferência Online.
die,Option,Carregando…,Carregando…
der,Ordner,Carregando…,Carregando…
die,Ordnung,Carregando…,Carregando…
der,Pannendienst,Spanning service,Spanning Service.
das,Parfüm,Carregando…,Carregando…
die,Partei,Carregando…,Carregando…
das,Passwort,Carregando…,Carregando…
die,Pausenregel,Pause rule,Pause Regra.
der,Personenbeförderungsschein,Passenger transport certificate,Certificado de transporte de passageiros
der,Pfiff,Carregando…,Carregando…
das,Pflaster,Carregando…,Carregando…
der,Pflegedienst,Nursing,Enfermagem
die,Physik,Carregando…,Carregando…
die,PIN,pin code,Código PIN.
das,Pinsel-Set,Brush set,Pincel Set.
die,Pinzette,Carregando…,Carregando…
der,Pizzaservice,Pizza service,Serviço de pizza.
die,Pizzeria,Carregando…,Carregando…
das,Plakat,Carregando…,Carregando…
die,Platzreservierung,Area reservation,Reserva de área
die,Politik,Carregando…,Carregando…
das,Portemonnaie,Wallet,Carteira
der,Posteingang,inbox,caixa de entrada
das,Poster,Carregando…,Carregando…
das,Praktikum,Carregando…,Carregando…
die,Praline,Carregando…,Carregando…
die,Präsentation,presentation,apresentação
das,Privatkonto,Private account,Conta privada
das,Privatleben,Private life,Vida privada
die,Privatschule,Private school,Escola particular
das,Projekt,Carregando…,Carregando…
der,Prospekt,Carregando…,Carregando…
das,Prozent,Carregando…,Carregando…
die,Prüfung,Carregando…,Carregando…
die,Quittung,Carregando…,Carregando…
das,Quiz,quiz,questionário
das,Rad,wheel,roda
der,Radweg,Carregando…,Carregando…
der,Rasierapparat,razor,navalha
der,Raum,space,espaço
die,Realschule,secondary school,Ensino Médio
die,Rechnung,Carregando…,Carregando…
die,Rechtsberatung,Legal advice,Aconselhamento jurídico
die,Rechtsschutzversicherung,Legal protection insurance,Seguro de Proteção Legal.
das,Reinigungsunternehmen,Cleaning company,Companhia de Limpeza
der,Reisebus,Carregando…,Carregando…
das,Reisedokument,Travel document,Documento de viagem
der,Reiseführer,travel Guide,guia de viagem
die,Reiseplanung,Travel planning,Planejamento de viagens
die,Reisezeit,Carregando…,Carregando…
das,Reiseziel,Carregando…,Carregando…
die,Reklamation,claim,alegar
die,Renovierung,renovation,renovação
die,Rentenversicherung,pension insurance,seguro de pensão
die,Reparatur,Carregando…,Carregando…
der,Richtunspfeil,Directional index,Índice Direcional
das,Rollenmaß,Carregando…,Carregando…
die,Rose,rose,Rosa
der,Rückflug,Carregando…,Carregando…
der,Rucksack,Carregando…,Carregando…
die,Ruhe,Quiet,Quieto
der,Rundfunkbeitrag,Broadcasting contribution,Contribuição de radiodifusão
der,Rundgang,Carregando…,Carregando…
die,Salbe,Carregando…,Carregando…
der,Sand,sand,areia
der,Satz,sentence,frase
die,Säule,Carregando…,Carregando…
die,Schachtel,Carregando…,Carregando…
der,Schaden,Carregando…,Carregando…
der,Schalter,Carregando…,Carregando…
die,Schere,Carregando…,Carregando…
die,Schichtarbeit,shift work,trabalho por turnos
der,Schlafsack,Sleeping bag,Saco de dormir
der,Schleier,Carregando…,Carregando…
das,Schmerzmittel,Painkiller,Analgésico
der,Schmuck,Carregando…,Carregando…
das,Schnitzel,Carregando…,Carregando…
die,Schraube,Carregando…,Carregando…
der,Schritt,Carregando…,Carregando…
der,Schulabschuss,Loan,Empréstimo
die,Schulbildung,Education,Educação
das,Schulbuch,Carregando…,Carregando…
der,Schulhof,Carregando…,Carregando…
das,Schuljahr,Carregando…,Carregando…
die,Schulkantine,Schoolcartine,Schoolcartine.
die,Schulpflicht,Compulsory,Obrigatório
das,Schulsystem,school-system,sistema escolar
der,Schulweg,Carregando…,Carregando…
die,Schulzeit,Carregando…,Carregando…
der,Schutz,Carregando…,Carregando…
das,Schwarze Brett,Black board,Quadro-negro
der,Schwerpunkt,main emphasis,Ênfase principal.
der,Schwimmunterricht,swimming lessons,aulas de natação
die,Selbständigkeit,independence,independência
die,Sendung,Carregando…,Carregando…
der,Seniorentreff,Senior,Senior
die,Serie,Carregando…,Carregando…
der,Service,Carregando…,Carregando…
die,Servicekraft,Service,Serviço
die,Serviette,Carregando…,Carregando…
der,Singkreis,Carregando…,Carregando…
der,Sinn,sense,senso
das,Skigebiet,Carregando…,Carregando…
die,Sofortmaßnahme,Immediate action,Ação imediata
die,Software,Carregando…,Carregando…
das,Softwareprogamm,SoftwareProgamm,Softwareprogamm.
die,Solidarität,solidarity,solidariedade
der,Sondertarif,Special tariff,Tarifa especial
die,Sonnenbrille,sunglasses,oculos escuros
die,Sonnencreme,suncream,protetor solar
der,Sonnenhut,Carregando…,Carregando…
der,Sonnenschirm,parasol,guarda-sol.
der,Sonntagabend,Sunday evening,Domingo à noite
die,Sorge,Carregando…,Carregando…
die,Sozialberatung,Social counseling,Aconselhamento Social
das,Sozialverhalten,Social behavior,Comportamento social
die,Spedition,Carregando…,Carregando…
das,Spiel,Carregando…,Carregando…
der,Spielfilm,Carregando…,Carregando…
die,Sportsendung,Sports show,Show de esportes
der,Sportunterricht,Sports lessons,Lições esportivas
der,Sportverein,Sports club,Clube de esportes
der,Sportwagen,Sports car,Carro esportivo
der,Sprachkurs,Language course,Curso de linguagem
das,Sprichwort,saying,dizendo
die,Spritze,Carregando…,Carregando…
der,Spruch,Carregando…,Carregando…
der,Stadtteil,Carregando…,Carregando…
die,Stadtverwaltung,City administration,Administração da cidade
das,Stadtzentrum,City center,Centro da cidade
der,Stand,Carregando…,Carregando…
die,Standmiete,Stand rental,Aluguer de carrinho
die,Start-Taste,Start button,Botão de início
der,Stau,traffic jam,engarrafamento
der,Staubsauger,vacuum cleaner,aspirador de pó
das,Stellenangebot,Job offer,Oferta de emprego
die,Stimmung,Carregando…,Carregando…
die,Störung,Carregando…,Carregando…
die,Strafe,Carregando…,Carregando…
der,Stress,Carregando…,Carregando…
das,Stromkabel,Power cable,Cabo de energia
der,Studienplatz,Study place,Lugar de estudo
das,Studium,Carregando…,Carregando…
der,Stundenplan,Timetable,Calendário
der,Sturm,Carregando…,Carregando…
der,Support,Carregando…,Carregando…
die,Tabellenkalkulation,Spreadsheet,Planilha
die,Talkshow,Carregando…,Carregando…
die,Tanzfläche,dance floor,pista de dança
der,Tanzkurs,Carregando…,Carregando…
die,Tapete,Carregando…,Carregando…
der,Tarif,Carregando…,Carregando…
das,Taschengeld,pocket money,mesada
die,Taste,Carregando…,Carregando…
die,Tätigkeit,Carregando…,Carregando…
die,Teamarbeit,Teamwork,Trabalho em equipe
die,Technik,Carregando…,Carregando…
der,Teddybär,Carregando…,Carregando…
die,Teilzeit,Carregando…,Carregando…
die,Teilzeitarbeit,part time jobs,trabalho de meio período
der,Telefonanbieter,Telephone service,Serviço de telefone
die,Telefonzentrale,Telephone center,Centro Telefônico
der,Teller,Carregando…,Carregando…
die,Tendenz,Carregando…,Carregando…
der,Tetanus,Carregando…,Carregando…
die,Theatergruppe,Theater group,Grupo de teatro
das,Ticket,Carregando…,Carregando…
die,Tiefe,Carregando…,Carregando…
die,Tierhaltung,livestock farming,pecuária agricultura
der,Tofu,tofu,tofu
die,Tonaufnahme,Sound recording,Gravação de som
das,Topangebot,Top offer,Top oferta
der,Tourismus,Carregando…,Carregando…
die,Tradition,Carregando…,Carregando…
der,TRansportwagen,Trolley,Carrinho
der,Traum,Carregando…,Carregando…
die,Trauung,Carregando…,Carregando…
das,Trinkgeld,Carregando…,Carregando…
der,Turnverein,Gymnastics,Ginástica
der,Typ,Type,Modelo
die,Überraschung,surprise,surpresa
die,Überstunde,hour of overtime,hora de horas extras.
die,Übung,Carregando…,Carregando…
die,Uhrzeit,Carregando…,Carregando…
die,Umdrehung,Carregando…,Carregando…
die,Umgebung,Carregando…,Carregando…
die,Universität,university,universidade
die,Universitätsstadt,University City,Cidade universitária.
die,Unterkunft,accommodation,alojamento
der,Urin,urine,urina
die,Urin-Untersuchung,Urine examination,Exame de urina
das,Urlaubsfoto,Holiday photo,Foto de férias
die,Urlaubsreise,Vacation trip,Viagem de férias
die,Ursache,Carregando…,Carregando…
die,Veranstaltung,event,evento
der,Verband,Carregando…,Carregando…
der,Verein,Carregando…,Carregando…
das,Vereinsleben,Club life,Vida do clube.
die,Verkehrsmeldung,Traffic report,Relatório de tráfego
der,Verkehrsverbund,Transport network,Rede de transporte
das,Versehen,Carregando…,Carregando…
die,Versicherung,insurance,seguro
der,Verisucherungsschutz,Commercial protection,Proteção comercial
das,Vitamin,Carregando…,Carregando…
die,Vollzeit,Carregando…,Carregando…
die,Voraussetzung,pre-condition,condição prévia
der,Vorort,Carregando…,Carregando…
der,Vorschlag,Carregando…,Carregando…
die,Vorsorgeuntersuchung,Precautionary examination,Exame de precaução
die,Verspeise,Carregando…,Carregando…
das,Vorstellungsgespräch,job interview,entrevista de emprego
der,Wagen,Carregando…,Carregando…
die,Wagenreparatur,Car repair,Reparo de carros
die,Wagentür,Carregando…,Carregando…
das,Wahrzeichen,Landmark,Marco
die,Wandfarbe,Carregando…,Carregando…
die,Wärme,Carregando…,Carregando…
die,Wäscherei,Carregando…,Carregando…
das,Wasserschloss,Water lock,Fechadura de água
das,WC,WC,banheiro
das,Webdesign,Carregando…,Carregando…
die,Webseite,Carregando…,Carregando…
der,Wecker,Carregando…,Carregando…
die,Weihnachtszeit,Christmas time,época de Natal
der,Weißwein,Carregando…,Carregando…
die,Weiterbildung,further education,mais Educação
die,Welt,world,mundo
die,Werbung,Carregando…,Carregando…
das,Werk,plant,plantar
der,Wetterbericht,Weather report,Previsão do tempo
die,Wochenendarbeit,Weekend work,Trabalho de fim de semana
der,Wochentag,Carregando…,Carregando…
das,Wohlbefinden,Well-being,Bem-estar
die,Wohnungsbesichtigung,Housing visit,Visita da habitação.
das,Wort,word,palavra
das,Wunderkind,wonder child,Maravilha criança
das,Yoga,yoga,ioga
die,Zahlung,Carregando…,Carregando…
der,Zahn,tooth,dente
die,Zahnbürste,toothbrush,escova de dente
die,Zeitarbeitsfirma,Temporary employment agency,Agência de Emprego Temporário
die,Zeitschrift,magazine,revista
das,Zelt,time,Tempo
das,Zentrum,Carregando…,Carregando…
der,Zettel,Carregando…,Carregando…
das,Zeugnis,Carregando…,Carregando…
die,Zielgruppe,target group,grupo alvo
der,Zwilling,Carregando…,Carregando…
der,Abend,evening,noite
das,Abendessen,Dinner,Jantar
das,Abendkleid,Evening dress,Vestido de noite
der,Abendkurs,Carregando…,Carregando…
die,Abfahrt,Carregando…,Carregando…
die,Abkürzung,Carregando…,Carregando…
der,Absender,Carregando…,Carregando…
die,Abteilung,Carregando…,Carregando…
die,Addresse,Carregando…,Carregando…
der,Aktivurlaub,Active holiday,Feriado ativo
das,Alphabet,Carregando…,Carregando…
die,Ampel,traffic light,semáforo
das,Amt,government office,escritório do governo
die,Anerkennung,recognition,reconhecimento
der,Anfang,Carregando…,Carregando…
das,Angebot,Carregando…,Carregando…
die,Ankunft,Carregando…,Carregando…
